제목,질문,답변,https://kin.naver.com/search/list.nhn?query=어떤+병원+-동물+-성형+-강아지+-피부과+-개인회생+-인테리어+-진로+-커리큘럼+-자동차+-도서+-보험+-교통+-차+-간호학과+-학과&sort=date&period=2018.10.22.|2018.10.26.&section=kin&page=1
"진료의뢰서 유효기간은 1주일, 종합병원은 에약일은 한달 이상 뒤, 어찌 해야 하나요?","진료의뢰서 유효기간은 1주일, 종합병원은 에약 가능일은 한달 이상 뒤, 어찌 해야 하나요? 위 상황에서 어떤 조치를 해야 하나요?건강검진 결과지로 2차병원 진료할 수 있는 유효기간은 어찌 되나요?",예약 가능일은 한달 이상 뒤 이면 예약 가능일 며칠전에 진료의뢰서를 또 띄어서 며칠 있다가 그 진료 의뢰서로 예약하면 됩니다.
이런식으로 목 주변이랑 골반 쪽 배 팔목에 두드러기가 나요 열흘째 계속 되고 있는데 잠 제대로 못자고 일면서부터 나는데 인스턴트 때문인줄 알고 인스턴트 음식을 안 먹어도 그러는데 왜 이러는지 알수있을까요,"가락동 60대 중반/남 간암요양병원 간암수술 후에 요양병원 가는게 도움이 될까요? 어떤치료들을 하면서 좋은건지 알려주세요 안녕하세요, 닥톡-네이버 지식iN 상담의사...","음식으로 인한 두드러기 인거 같아요음식 어떤걸 잘못먹었는지 생각해보셔야하고,대부분 음식을 먹어도 두드러기 증상을 보일땐; 병원가서 약받아 먹는게 최선이더라구여 병원가서도 정확한원인 파악이 어려워 오래 두드러기로 고생하게되요 ; 두드러기 진정에 도움이 되는 연고 처방받으시고 되도록 건들이지 마세요 저도 두드러기 환절기에 올라와서 한달 고생햇네요 방치하지 마시고 병원가서 약,연고 받아시고 먹는건 당분간 조심하세요"
질염 살찌는 거랑 관련이있나요? ㅠ정확히 어떤 증상이 있는지도 좀 알려주세요.,"가락동 60대 중반/남 간암요양병원 간암수술 후에 요양병원 가는게 도움이 될까요? 어떤치료들을 하면서 좋은건지 알려주세요 안녕하세요, 닥톡-네이버 지식iN 상담의사...",질염은 살찌는것이랑 관계 없으며 대표적인 증상으로는 가려움증과 냄새가 납니다
질염 살찌는 거랑 관련이있나요? ㅠ정확히 어떤 증상이 있는지도 좀 알려주세요.,"가락동 60대 중반/남 간암요양병원 간암수술 후에 요양병원 가는게 도움이 될까요? 어떤치료들을 하면서 좋은건지 알려주세요 안녕하세요, 닥톡-네이버 지식iN 상담의사...","찬바람이 불기 시작하면서, 부인과진료를받으러 내원하는 여성분들이 많아졌는데요질염을 자가치료하려하는 엿어분들이 많아지면서더욱 병을 키우게 되는 경우가 많아지고 있어,각별한 주의가 필요하답니다.왜냐하면, 질염에는 다양한 종류가 있고그 질염의 원인에 따라서 각각 치료법이 달라져야하기 떄문이죠.질염은 크게 세균성질염, 칸디다질염, 트리코모나스 질염 등으로 나뉠 수 있는데요.약국에 따라 칸디다 질염을 맞는 질정을따로 판매하기도 하지만, 다른 질염의 경우에는처방전없이는 약 구매도 어렵기때문에질염의 증상이 나타나면 반드시 부인과를찾아가서 제대로된 진찰을 받는 것이 중요하죠.이처럼 부끄럽고 수치스러워서 질염이걸린걸 알면서도 자가치료를 해보려하다가더욱 큰 병으로 키운뒤에야 병원에 내원하는환자분들이 많이 계신데요질염을 제때 치료하지않으면 유착이나 불임을유발할수도 있는 위험한 질환이기에,참지말고 빠른시일내에 부인과 진료를받는 것이 정말 중요하답니다.이에, 부산질염치료로 유명한 참산부인과에서는상담부터, 사후관리까지 철저하게 질염재발을방지하기 위하여 더욱 환자 개개인에게 맞춤치료시스템으로더욱 빠른치료와 회복이 가능하답니다.부산질염, 확실하게 해결하는 참산부인과혹시 너무 잦은 질염이 걱정이시라면소음순변형도 생각해보시는 편이 좋은데요소음순변형으로 인항 소음순비대증 같은 경우에도질염에 영향을 주기떄문이죠더욱 부산질염 혹은 여성과진료에 대한궁금증은 아래 부산산부인과 참산부인과의카카오톡이나 다양한 상담으로 더욱 자세히알 수 있습니다."
질염 살찌는 거랑 관련이있나요? ㅠ정확히 어떤 증상이 있는지도 좀 알려주세요.,"가락동 60대 중반/남 간암요양병원 간암수술 후에 요양병원 가는게 도움이 될까요? 어떤치료들을 하면서 좋은건지 알려주세요 안녕하세요, 닥톡-네이버 지식iN 상담의사...","관계 없습니다.질염의 증상으로는 간지러움 , Y존 냄새, 분비물 증가 등이에요.질염때문에 고생중이시라면 닥터스오비진 여성청결제 추천해드릴게요.병원에서만 판매하는 제품이라 믿음이 가구요천연성분이고 약산성 제품이라서 다른 여성청결제들과는 달라요항균효과와 보습효과까지 있으니 사용만으로도 질염예방이 된답니다.제품 문의는 031-450-3833 또는 카카오톡 @닥터스오비진 친구추가해주세요.닥터스오비진은 병원전용여성청결제라 병원에서만 구입할 수 있습니다.아래 홈페이지를 방문해서 근처 병원을 검색해보세요!http://www.obgyn.kr/shop/page.html?id=3"
팔이 이상해요제가 학교에서 잠을자면 팔을 베고잤옸는데1시간인가 자고일어나면 피가안통해서잠시 안움직이다 다시움직이고했어요한번은 힘이 안들어와서 놀랬는데 다시 돌아와서그냥 일시적인건가 싶었는데지금 한팔을 올리고 머리데고 눌려서 잤는데팔에 힘이없어요 근육이 수축 이완하는건 느껴져요운동하긴하는데 전완근 어깨삼각근까진 단단한데유독 이두 삼두 쪽이 물렁해요 15kg도 들었는데3kg하는거도 좀 하면 힘들고요 이게 근육이 끊어져서 힘이 아예 안들어가는게아니고막 힘주면 팔 모양새는 잡혀요 근데 가만히있으면한쪽팔이 덜덜 떨리고 축 쳐져요 힘들어서피가 안통해서 그런거같은데 신경이 다친건가 싶어요한의원가서 침을 맞아볼까요?,"가락동 60대 중반/남 간암요양병원 간암수술 후에 요양병원 가는게 도움이 될까요? 어떤치료들을 하면서 좋은건지 알려주세요 안녕하세요, 닥톡-네이버 지식iN 상담의사...",계속 그러면 병원가봐야됩니다 저도 뉴스에서 봤는데 어떤분 팔배개계속하다가 팔에 힘을 못주게 됬다고 들었어요
목이 아프고 폐가 몇일째 겨울에 뛴것처럼 아픈데 어떤 병 증상인가요?흡연자인게 상관있나요?,"가락동 60대 중반/남 간암요양병원 간암수술 후에 요양병원 가는게 도움이 될까요? 어떤치료들을 하면서 좋은건지 알려주세요 안녕하세요, 닥톡-네이버 지식iN 상담의사...",흡연을 하시는 분이면 병원으로 가보시는게 좋겠네요 특별한건 아닐수도 있겠지만 이유없이 그렇지는 않을듯 하구요 심각한. 마음으로 생각 하지 마시고 한번 검사해 보는것도 좋겠네요
"자궁경부암 검사를 하였는데요세포검사에서는 이상이 없다고 나왔는데선생님께서 경부가 좀 안좋다고하시며확대경 검사를 하셨는데 결과가세포검사는 검체상태: 적절, 자궁경부선상피세포:유유형별진단 : 음성, 종합판정:정상확대경검사에서는 positive 2 compatible with high grade lesion(mophology:acetowhite epithelium)이렇게 나왔습니다조직검사를 해보자고 하시는데 너무 무섭고 혹시나 암일까 걱정됩니다ㅠㅜ어떤상황인지 알려주세요!세포검사에서 이상이 없는데도 암일수도 있을까요?","가락동 60대 중반/남 간암요양병원 간암수술 후에 요양병원 가는게 도움이 될까요? 어떤치료들을 하면서 좋은건지 알려주세요 안녕하세요, 닥톡-네이버 지식iN 상담의사...","자궁경부암 검사를 하였는데요 세포검사...비공개질문13건질문마감률100%질문채택률91.7%2018.10.26. 20:06조회수7스스로 생각하여 타인을 배려할 줄 모른다고 생각하면 읽지 마시길 바랍니다.아래 내용은 매우 돌려져 있어서그런 사람이 읽을 경우 짜증이 나게 의도적으로 쓰여 있답니다.알려주면 안되는 못된 사람에게도움주는 것은 사회의 악을 키운다고 생각하는 사람이라서 그렇습니다. 초보라 질문하는 방법을 몰라서 알려드립니다.1. 네이버 도움말을 찾아서 채택없이 마감하는 방법을 배워서마감률은 90%이상으로 유지하시고 채택은 신중하게 스스로가 알아서 하시길 바랍니다.마감률은 답변자가 답변을 달면 보기는 한다는 표현이랍니다.2. 질문은 성의를 다하여 되도록 길게 쓰시길 바랍니다.님의 의도와는 다르게 우연히 답변하는 데 필요한 내용이 써지기도 한답니다.정말 답변이 필요한 사람이라는 것을 보여주는 것이랍니다.정말 필요하면 말이 길어지거든요 조금은 여러번을 읽어야 이해가 되게 쓰여 있으니정필요하면 여러번 읽으시길 바랍니다.필요없는 사람은 읽지 마시길 바랍니다.이해가 안될 뿐아니라 기분만 상하게 될 것입니다.그러다 욕하면 벌금내게 됩니다. 이제 읽으면서 문답식으로 답변합니다.어디 읽어 볼까요자궁경부암 검사를 하였는데요세포검사에서는 이상이 없다고 나왔는데선생님께서 경부가 좀 안좋다고하시며확대경 검사를 하셨는데 결과가세포검사는 검체상태: 적절, 자궁경부선상피세포:유유형별진단 : 음성, 종합판정:정상확대경검사에서는 positive 2 compatible with high grade lesion(mophology:acetowhite epithelium)이렇게 나왔습니다조직검사를 해보자고 하시는데 너무 무섭고 혹시나 암일까 걱정됩니다ㅠㅜ암은 아니랍니다.어떤상황인지 알려주세요!경부가 다소 헐은 경우랍니다.세포검사에서 이상이 없는데도 암일수도 있을까요?세포검사에서 이상잇다고 나왔답니다.저정도는 암이 아니랍니다.조직검사를 해야할지는 그 의사의 판단입니다.해서 님에게 해로울것을 없답니다.상태가 저러니 아래 참고하여 정청법을반드시 하세요정기적으로 검사하라고 할 것입니다.하시면 되구요이형성증으로 나온 상황입니다.병원에서 검사를 다 마치시길 권유합니다.그리고 아래 참고하여 검사가 종료된후 1주일후부터 정청법을 하시길 권유합니다.*******아래 글을 줄여볼까 했는데 안되는군요그러니 긴글 싫으면 여기서 멈추시길 바랍니다. 본인은 타인에 대한 배려가 없는 사람에게조금이라도 도움이 되지 안되기를 바라는 마음속에서아래 글을 썼으니 타인을 배려하지 않는 사람은 읽지 마시길 바랍니다.아래 글이 님의 기분을 상하게 할 것입니다.아래 글은 키포인트도 써 있지않고빙 돌려서 말해놓아서한번에 이해가 안되니여러번 읽어서 이해하시길 바랍니다. 몇자적어놓고 정확한 답을 구하거나몇마디 써 놓고알려줄 것을 다 알려주었다는 식의 형태가지금 유행처럼 되어서 아마도 조만간에 네이버 답변이 쓸모가 없어질 것 같네요답을 구하는 것도 하나의 도움을 청하는 것이니자신의 권리라고 생각하지 마시길 바랍니다. 아무리 좋은 말을 써 놓아도 비난하거나 욕하는 사람은 없어지지 않으니신고하시거나 무시하기길 바랍니다. 아래는 정청법에 대한 이야기입니다.정청법이란(정)확한 성기 (청)결(법)의 약자입니다. 저만이 쓰는 말이구요.말그대로 정확한 방법으로 성기를 청결히 하면 대부분의 여성질환은 낫는다는 의미입니다.여기서 청결이라고 하니 그저 눈에 보이기에 깨끗하면 되는 줄 착각하는데질염은 균이 사는 것이라 균은 눈에 보이지 않습니다.아무리 깨끗하게 씻어도 질염은 그냥 낫지 않습니다.간단히 싱크대와 화장실 변기를 생각하여 보세요눈에 보기엔 싱크대가 윤도 나고 깨끗해 보입니다만 화장실 변기보다 균수는 더 많답니다. 질염에 걸리는 과정은 아래와 같습니다.초경하기전에 냉증이 생깁니다.냉이란 질안에서 나오는 피를 제외한 모든 분비물을 의미합니다.그래서 냉증은 질병이 아니랍니다.다만 냉증은 인체를 보호하기 위하여 자연스럽게 분비되는 것이라고 보시면 됩니다.문제는 성기가 매우 청결할 때에는 그양이 매우 적어서 냉이 없다고 느낄 정도랍니다.(물론 심리적으로 흥분상태일때는 예외적으로 많아지는 것이 당연한 것이라 제외합니다.)초경을 하기 전에 냉이 나오는데 이도 성기내부를 씻어내기 위한 보호작용이랍니다.보통 초경을 하기전까지는 그나마 청결상태가 좋은 상태라 그리 많지 않습니다.많든 적든 그때는 물로 깨끗이 잘만 씻어줘도 병에 걸리지 않게 됩니다.보통 초등학생의 이야기랍니다.하나의 예를 들립니다.인체는 자신을 방어하기 위한 방어책을 가지고 있습니다.예를 들면 꿀벌집에 말벌 3마리정도가 침입하면 그 말벌은 죽습니다.하지만 말벌이 20마리가 넘으면 그 꿀벌집은 초토화됩니다.꿀벌이 자기집을 지키기위하여 노력을 하여도 소용이 없는 말벌의 수라는 말입니다.인체도 자신을 지키기 위하여 방어를 합니다.그런데 이미 한번이라도 질염에 걸렸다는 것은 그 방어만으로 해결이 안된다는 것을 의미합니다.그래서 그 방어를 도와주는 정청법을 해야 합니다.냉증이란 1주일동안 팬티에 냉이 한번이라도 묻었다면 냉이 많다는 것을 의미합니다.초경하기전에 냉증이 심하지는 않지만 보통 있습니다.이때가 정청법전에 잘씻어줘야 하는 상태입니다.그후 이제 다른 여러지식이 생기다보니 여러 가지를 하는 경우가 생깁니다.그러면서 방어할수 있는 범위를 넘게 됩니다.그래서 생기는 것이 질염이랍니다.당연히 균이니 말려라 여성의 감기같은 것이다 꽉끼는 옷을 입지 마라 등등의여러 가지 말들이 있습니다.다 그렇게 말하는 이유와 근거가 있는 것이랍니다.하지만 저런다고 낫지 않습니다.같은 이유와 근거로 정청법을 하라고 하는 것입니다.1주일에 냉이 팬티에 2회이상 묻으면 정청법을 하는 것이 제일 좋은 시기랍니다.중고등학생의 경우 질염에 걸려도 매우 건강하여 아무것도 안해도 증상이 없어집니다.하지만 낫은 것이 아니랍니다. 그래서 재발을 하고 다시 낫고 하면서 점차로 문제가 커집니다. 정청법이란 균이 자라지 못하게 하는 방법에 지나지 않습니다.그래서 인체의 방어방법에 의하여 충분히 이겨낼 정도의 상태를 만들어 유지시키는 것이 바로 정청법인 것입니다.위에서 꿀벌과 말벌의 이야기를 참고하세요이제 17세에서 20세 정도가 되면 여러 가지 활동으로 질염에 걸리기 시작합니다.이것은 꿀벌의 이야기처럼 스스로 이겨낼 수 없는 지경에 이르렀다는 것을 의미합니다.그래서 질염에 걸렸다고 하면반드시 산부인과에 가서 분비물 검사를 반드시 해서 처방을 받아서 처리해야 합니다.보통 나이가 어려서 처녀막이 있는 경우가 많으니병원을 가도 쉽게 분비물검사를 안합니다.그 이유는 도구가 없거나 위험부담을 안가지려는 것 때문입니다.잘 찾아보면 해주는 곳이 있답니다.(의사들 중에는 선하고 신념을 가진 의사도 많답니다.)정확하지는 않지만 간편검사를 하는 곳도 있구요반드시 질분비물검사를 해서 처방을 받아서 약을 드셔야 합니다.네이버의 잘못된 지식 전파로 증상만 가지고 무슨 질염이다 생각하여 약국에서 처리하는 것은 잘못된 것이랍니다.(하도 제가 이글을 많이 쓰다보니 그런경우가 줄어들기는 하였더군요. 좋은 현상이랍니다. 그런 행동은 질병을 더 키운답니다. 절대로 하지 말고 병원가세요.)질염을 크게 나누어서 세가지중에 두가지 종류는 약국에서 그 약을 처방없이 팔수없게 의료법에 막혀 있답니다.또한 증상으로 무슨 질염이다라고 병원의사도 그러는 경우가 있는데그런 병원은 다시는 가지 마시길 바랍니다.실제 그렇게 해서 틀리는 경우가 맞는 경우의 2배정도 됩니다.병원의사라고 하여도 무슨 병인지 찍어서 치료하기를 원하지 않는다면 그런 병원은 다시는 가지 마시길 바랍니다. 반드시 질분비물검사를 하세요. 질염은 처음에는 병원가면 쉽게 잘 낫습니다.하지만 재발을 반드시 하는데 그 기간이 점차로 줄어듭니다.처음엔 2년이나 1년다시 6개월 다시 3개월 이제는 1주일 최후엔 약먹는동안만이렇게 그 재발하는 시기가 짧아집니다.그러면 병원을 믿을수 없네 이병원 돌팔이네 합니다.아니랍니다.질염의 치료법은 거의 정형화 되어 있어서어느 병원을 가도 거의 같습니다.그러면 왜 저런 현상이 벌어지느냐하면님의 평소 성기청결방법에 문제가 있어서 필연적으로 그렇게 되는 것이랍니다.청결방법이 좋은 사람은 좀 더 오랫동안 재발을 안하고아주 건강한 사람의 경우도 오랫동안 재발을 안할 뿐이랍니다.요즘 면역력을 중시하다보니 유산균도 생각하고 하지만김치 자주 드시면 됩니다.다 쓸데없답니다.정청법을 정확히 해서 청결유지가 되어 균이 쉽게 번식하지 못하게 막아주면꿀벌의 이야기처럼 균의 수가 말벌 2마리정도 되어서 인체가 그 균을 죽이게 됩니다.그래서 질염의 재발을 막는 것이랍니다.그러니 원리는 간단합니다.균수가 많으면 즉 말벌의 수가 많으면 그 말벌의 수를 줄여주는 도움이 반드시 필요합니다.그것이 병원의 약입니다.그 후 말벌의 수가 적게 되도록 정청법을 하면 되는 것입니다.질염의 치료는 정청법을 먼저 하고 산부인과 가서 질분비물검사를 받고검사결과가 나와 처방이 나오면 약과 함께 정청법을 지속하면 됩니다.정청법은 지속하여야 하고 완전히 상태가 좋으면 그 상태를 유지할 정도로 정청법을 하는 횟수를 줄여줘야 합니다.가장 좋은 흿수는 1주일에 1번에서 2번정도까지 줄여줘도 재발이 없이 유지가 되면 가장 좋은 청결상태라고 보시면 됩니다. 이 경우 일반인은 냉이 없다고 느낄 것입니다만 냉은 있기는 합니다. 그 냉이 내부의 기관을 보호하는 것이랍니다. 보호하는데 적은 양이 필요한 경우가 가장 좋은 상태겠지요.만성질염의 경우 워낙에 문제가 되어서 보통 한번의 병원치료로 안됩니다.두 번정도는 가야 됩니다. 정청법을 지속하면서 계속하여 균수를 줄여줘야 합니다.병원을 2개월에 걸쳐서 각달에 한번씩만 가면 그것으로 끝입니다.당연히 정청법은 죽을때까지 해줘야 합니다. 보통 글을 써줘도 대충 읽어보고 의견란에 욕을 쓰거나 비난을 하거나여러 가지 형태의 안좋은 말을 하는데심지어 제대로 읽어보지도 않고 이메일 상담을 하는 경우도 있습니다.첫마디가 병원안가고 낫을수 있냐는 질문인데 제가 언제 안가도 된다고 하였나요?반드시 가야 합니다. 정청법은 스스로 잘 생각하여 만들어보세요. 균이 어떻게 하면 살기 힘든 상태를 만들지를 생각하여 만들어 보세요. 방법은 의외로 쉽답니다. 잘 생각하여 만들어보시길 바라구요정히 안되어서 어쩔수 없이 도움이 필요하면 이메일주소를 알수 있게 된 부분이 있답니다.잘 찾아서 이메일로 상담을 하시면 되는데저는 타인을 배려하지 않는 사람, 의지가 없는 사람, 정말 필요하지 않는 사람을 다 제거합니다. 그러니 이메일주신다고 하여 다 상담해줄 것이란 생각은 하지 마시길 바랍니다.심지어 병원안가도 낫을수 있겠다는 사람은 제글조차 제대로 읽지도 않았다는 것이죠. 당연히 상담안해줍니다. 저도 시간도 없고 그래서 되도록 스스로 하라고 알려드리고 권합니다.그러니 상담을 하려고 하지 마시고 스스로 생각을 해보세요 그럼 쉽게 방법을 찾을수 있답니다. 제대로 된 방법인지는 증상이 호전된다면 정확한 방법에 근접했다고 생각하시면 됩니다. 병원치료후 재발이 없으면 완벽한 것이랍니다. 그렇게 방법을 찾으시면 됩니다.질병에 대하여 잘아는 사람 또는 이미 많은 사람이 상담을 했으니 주변에서 찾아서 조언을 구하여 좋은 방법을 찾아보시길 바랍니다.상담이 무료라고 하니 다 상담하려고 하는데 매우 까다롭게 선별합니다. 선별조건은 위에 알려드렸구요. 사실 저도 시간이 별로 없어서 상담을 다 해줄 수도 없고 상담을 많이 하다보니 알려줘서 해로운 인간성을 가진 사람도 있어서 그런 사람을 찾아서 제거하는 것이 더 어렵습니다. 매우 까다롭게 선별을 하게 되어 있으니 이메일 상담해서 오히려 기분이 상하는 경우가 더 많다는 것을 먼저 알려드립니다. 그러니 되도록 스스로 해결하시길 권해드립니다. 장난으로 쓴 글이 아니랍니다. 실제 정청법을 해서 낫은 사람들은 윗글이 장난이 아니라는 것을 안답니다. 그러니 여러번 읽어서 스스로 방법을 만들어 보세요반드시 생각할 것이잡균이 번식할 수 없는 환경을 만들 수 있는 방법과인체가 스스로 방어하기 위한 상태를 최대치로 만들어줘야 한다는 것위 두가지를 생각하여 방법을 만들면 됩니다. (자위를 자주한 후 정청법을 안하면 위 두가지가 다 깨져서 조만간에 질염에 반드시 걸리게 됩니다. 길어야 1년안에 걸립니다.) 제가 이렇게 여러 가지 말을 하는 이유는 세상은 서로 도우면 99%의 세상일은 다 해결된다는 믿음 때문입니다.그래서 타인을 배려하지 않는 사람이라고 판단되면 절대로 상담안해줍니다.그러니 그런 사람은 절대로 상담신청하지 마세요위에서도 말했지만어디가든 나쁜 사람은 있답니다.기생충은 알아서 숙주가 좋은 상태까지만 숙주속에 살아갑니다만기생충같은 인간은 숙주가 좋아서 자신이 살아갈 수 있다는 것을 모릅니다.사회가 유지되는 것은 아직도 선한 사람이 많다는 것을 의미합니다.상담을 하면서도 그 부분을 항상 느낍니다.(무슨 말일까요?) 절대로 가르쳐 줘서는 안되는 사람들의 종류에는 여러 가지지요간혹 아래 의견란에 보면 그런 사람들이 나옵니다.한번 의견란을 보면서 분류해보세요재밌는 게임이랍니다.1. 모르면서 아는 척하는 사람2. 무조건 시비거는 사람3. 심심하여 미치겠다는 사람4. 스스로만 옳다고 생각하는 독불장군5. 글도 안 읽어보거나 대충 읽은 후 다 아는 것처럼 헛소리하는 사람들보통 5가지중에 하나랍니다.재밌는 게임이니 맞추어 보세요욕을 하는 사람도 있죠 벌금을 준비하시면 됩니다.여러명 벌금내더군요ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ재밌는 게임이죠정답은? -스스로 어리석다는 것을 깨닫기 제일 어려운 사람은 정답을 가장 잘 맞추는 사람이다.--ㄹ-"
오른쪽 눈떨림 원인 .. 칼슘 마그네슘이 많은 식품 음식 어떤게 있나요,갑자기 생긴 오른쪽 눈떨림 원인 궁금합니다영양제 구입해서 먹으면 오른쪽 눈떨림 원인 잡힐수있다고 하는데요칼슘 마그네슘이 많은 식품 음식 이랑 알려주세요 먹기 편하게 칼슘 마그네슘이 많은 영양제로 추천을 해주셔도 되구요 최근들어서 오른쪽 눈떨림 부쩍 더 자주 일어나고 있어서요 파르르 막 떨릴정도인데 거울보면 또 괜찮고 .병원에서도 이게 다 칼슘 마그네슘이 부족하면 그렇다고 하는데요 칼슘 마그네슘이 많은 음식 식품 먹으면 괜찮아질까요 ? 오른쪽 눈떨림 치료 방법 좀..,마그네슘 부족증상이 오른쪽 눈떨림 원인입니다영양제 천연으로 구입해서 드시면 금방 좋아져요전 일주일만에 바로 효과봤습니다원료 최고급쓰고 천연재료로 만든 투모로우 여기서 나온 마그네슘 영양제 먹었구요하루에 한번 먹었던게 금방 효과나타나서 더이상 눈떨림 이젠 안나타나요신기한것 같음 ..천연비타민 유명한 회사에서 나온거라 신뢰하고 먹기시작했는데다른 종합비타민도 함꼐 최근에 구입해서 먹고 있네요연예인들이나 유명하신분들도 많이먹는걸로 알려져있어요
오른쪽 눈떨림 원인 .. 칼슘 마그네슘이 많은 식품 음식 어떤게 있나요,갑자기 생긴 오른쪽 눈떨림 원인 궁금합니다영양제 구입해서 먹으면 오른쪽 눈떨림 원인 잡힐수있다고 하는데요칼슘 마그네슘이 많은 식품 음식 이랑 알려주세요 먹기 편하게 칼슘 마그네슘이 많은 영양제로 추천을 해주셔도 되구요 최근들어서 오른쪽 눈떨림 부쩍 더 자주 일어나고 있어서요 파르르 막 떨릴정도인데 거울보면 또 괜찮고 .병원에서도 이게 다 칼슘 마그네슘이 부족하면 그렇다고 하는데요 칼슘 마그네슘이 많은 음식 식품 먹으면 괜찮아질까요 ? 오른쪽 눈떨림 치료 방법 좀..,"마그네슘이 부족하면 눈떨림이나 신경질적이 되는 등의 증상이 나타날 수 있습니다. 바나나, 견과류, 녹황색 채소를 챙겨드시는 것이 좋고 영양제로 섭취하시는 것도 좋은 방법입니다.저는 이브퐁루아라는 곳에서 나오는 마그네슘+비타민B6 먹는데 코코넛과 심해수에서 추출한마그네슘으로 되어있다고해서 꾸준히 먹고 있습니다."
"안녕하세요 저희엄마가 다촛점안경, 돋보기만으로 6년정도 사용하시더니자주다니는 안과에서 노안수술 권유 받았다고 하네요...친정이 강동구라서 혼자서도 편히 다닐수 있는 병원이였으면 좋겠습니다.강동구 근처 펀하게 다닐수 있는 안과 있을까요?수술도 잘하고 규모가 큰병원이 좋습니다.주로 어떤 수술을 많이하는지...실제 수술경험이나 진료 받아보신분들 추천좀 해주세요!!ㅠㅠ홍보글은 사양합니다.내공 드릴께요~","가락동 60대 중반/남 간암요양병원 간암수술 후에 요양병원 가는게 도움이 될까요? 어떤치료들을 하면서 좋은건지 알려주세요 안녕하세요, 닥톡-네이버 지식iN 상담의사...",강동구 봄의약속안과에서 라섹 했습니다수술한지 3개월 되었습니다. 매우만족중입니다저희엄마는 백내장 수술 하셨어요 상담들어가보니 기계가 초음파기계로 좋고 라섹은 아마리스라섹했습니다!! 수술시간도5~10분이면 끝나더라구요~ 병원도 깔끔하고 직원분들도 친절하고 저는 좋았습니다
"안녕하세요 저희엄마가 다촛점안경, 돋보기만으로 6년정도 사용하시더니자주다니는 안과에서 노안수술 권유 받았다고 하네요...친정이 강동구라서 혼자서도 편히 다닐수 있는 병원이였으면 좋겠습니다.강동구 근처 펀하게 다닐수 있는 안과 있을까요?수술도 잘하고 규모가 큰병원이 좋습니다.주로 어떤 수술을 많이하는지...실제 수술경험이나 진료 받아보신분들 추천좀 해주세요!!ㅠㅠ홍보글은 사양합니다.내공 드릴께요~","가락동 60대 중반/남 간암요양병원 간암수술 후에 요양병원 가는게 도움이 될까요? 어떤치료들을 하면서 좋은건지 알려주세요 안녕하세요, 닥톡-네이버 지식iN 상담의사...","봄의약속안과에서 친정엄마 노안수술받았습니다야간에 빛번짐이 좀있었는데 1년지난 지금은 회복되었고 처음엔 이것저것 주의사항이 많아서 귀찮았지만, 지금은 심봉사가 눈뜬것같다 말씀하셔서 다행입니다직원들이 친절하고 원장님은 워낙 꼼꼼하셔서 수술결과는 괜츈한듯요~ 좋은결과있으시길~"
